release_date,en-dan
1993-03-31,0.9607503960488306
1993-06-30,0.9854545454545455
1993-09-30,0.9646958304853042
1993-12-31,0.8122503328894808
1994-03-31,0.9434931506849317
1994-06-30,1.0206609808102345
1994-09-30,1.034352826325063
1994-12-31,1.0027027027027027
1995-03-31,0.9499340963549547
1995-06-30,0.9716169023921774
1995-09-30,1.0720496894409937
1995-12-31,0.9556962025316456
1996-03-31,0.92875
1996-06-30,1.013157894736842
1996-09-30,0.9895833333333334
1996-12-31,0.951111111111111
1997-03-31,0.9488549238275417
1997-06-30,1.0299937302742739
1997-09-30,1.077807854422494
1997-12-31,1.0459353886023441
1998-03-31,0.9660433243161869
1998-06-30,0.8815128383067315
1998-09-30,1.0958549222797926
1998-12-31,0.9611350529890457
1999-03-31,1.0123962852945643
